renew req %,Pricing,Cellulosic cost,Total biomass,Feedstock distribution,Cellulosic yield,Oil elasticity,Demand elasticity,Electricity coproduction,oil supply shift,Biomass backstop price,input record,Expen change,Incremental cost,Less than 10%,Greater than 90%
0.25,1,106.9000015,639.2000122,0.100000001,86.30000305,0.349000007,-0.361000001,1.570000052,-0.028000001,90.40000153,1226,48.15,169.17,0,0
0.25,1,76.09999847,874.5999756,0.460000008,98.80000305,0.565999985,-0.462000012,0.560000002,0.008,91.80000305,1229,18.96,86.86,0,0
0.25,1,114.4000015,707.4000244,0.189999998,86.09999847,0.504000008,-0.446999997,0.649999976,0.067000002,164.3999939,1230,70.12,284.25,0,0
0.25,1,119.3000031,617.2000122,0.439999998,84.5,0.416000009,-0.797999978,0.029999999,-0.01,183.6999969,1231,26.08,339.51,0,0
0.25,1,67.5,854.7999878,0.879999995,90.09999847,0.523000002,-0.727999985,0.449999988,0.002,135.8000031,1232,3.28,50.03,1,0
0.25,1,129.1999969,703,0.939999998,93.40000153,0.254000008,-0.377999991,0.430000007,0.068999998,107.1999969,1233,49.01,188.81,0,0
0.25,1,78.80000305,839.4000244,0.460000008,84.09999847,0.202000007,-0.286000013,0.639999986,-0.052000001,117.3000031,1234,57.03,149.07,0,0
0.25,1,128.1000061,727.2000122,0.579999983,90.90000153,0.531000018,-0.699000001,1.899999976,-0.093999997,112,1235,24.35,174.11,0,0
0.25,1,124.9000015,546.7999878,0.810000002,82.59999847,0.323000014,-0.421000004,0.180000007,0.024,171.3999939,1236,86.24,335.25,0,1
0.25,1,132.1000061,780,0.560000002,84.5,0.202000007,-0.513999999,0.709999979,-0.094999999,157.3000031,1237,70.94,330.72,0,0
0.25,1,123.8000031,527,0.620000005,97,0.578999996,-0.606000006,0.649999976,-0.041999999,113.3000031,1238,32.86,189.78,0,0
0.25,1,123.5,496.2000122,0.889999986,97.30000305,0.209999993,-0.214000002,1.120000005,-0.041999999,99.19999695,1239,60.78,172.83,0,0
0.25,1,87.09999847,672.2000122,0.140000001,81.30000305,0.338,-0.782999992,0.75999999,-0.054000001,175.8000031,1240,25.05,298.45,0,0
0.25,1,100.8000031,927.4000244,0.819999993,85.09999847,0.48300001,-0.518999994,0.629999995,-0.093999997,159.1000061,1241,32.69,161.59,0,0
0.25,1,91.90000153,522.5999756,0.219999999,92.80000305,0.238000005,-0.405999988,0.75999999,0.045000002,120.4000015,1242,38.59,160.39,0,0
0.25,1,110.0999985,716.2000122,0.75999999,97.40000153,0.356999993,-0.702000022,0.829999983,0.007,171.8000031,1243,14.67,140.37,0,0
0.25,1,102.4000015,828.4000244,0.059999999,92.30000305,0.326000005,-0.368000001,1.799999952,-0.046999998,93.09999847,1244,41.34,149.31,0,0
0.25,1,90.90000153,799.7999878,0.310000002,82.19999695,0.449999988,-0.606000006,0.050000001,0.050000001,154.1999969,1245,23.53,149.06,0,0
0.25,1,83.30000305,931.7999878,0.800000012,83.69999695,0.27700001,-0.566999972,0.349999994,0.098999999,114.5999985,1246,9.05,75.87,1,0
0.25,1,72.59999847,566.5999756,0.589999974,90.5,0.237000003,-0.231000006,0.449999988,0.066,95.69999695,1247,28.83,100.17,0,0
0.25,1,131.1000061,474.2000122,0.99000001,82.80000305,0.296000004,-0.662999988,1.830000043,0.045000002,93.5,1248,28.18,217.28,0,0
0.25,1,88.19999695,813,0.319999993,89.09999847,0.397000015,-0.284000009,0.150000006,-0.079000004,192.1000061,1249,44.05,136.27,0,0
0.25,1,107.5,733.7999878,0.839999974,98.90000153,0.368000001,-0.726000011,1.519999981,-0.037999999,131.3999939,1251,13.38,132.52,0,0
0.25,1,84.19999695,590.7999878,0.939999998,92.59999847,0.430000007,-0.330000013,1.549999952,-0.01,153.3999939,1252,62.86,203.49,0,0
0.25,1,101.5999985,747,0.660000026,92.80000305,0.569999993,-0.321999997,1.059999943,-0.056000002,97,1253,47.48,150.39,0,0
0.25,1,127.8000031,813,0.980000019,95,0.261000007,-0.536000013,0.629999995,-0.014,101,1254,35.32,184.96,0,0
0.25,1,98.59999847,643.5999756,0.720000029,85.80000305,0.263999999,-0.646000028,0.819999993,0.086000003,127,1255,25.97,199.62,0,0
0.25,1,78.30000305,485.2000122,0.550000012,86.19999695,0.555000007,-0.637000024,0.699999988,0.055,198.6999969,1256,43.19,282.76,0,0
0.25,1,123,960.4000244,0.99000001,95.5,0.398000002,-0.411000013,1.49000001,0.01,188.1000061,1257,28.22,115.78,0,0
0.25,1,86.30000305,843.7999878,0.460000008,83,0.370999992,-0.593999982,1.720000029,0.034000002,184.6000061,1258,22.33,140.73,0,0
0.25,1,96.5,458.7999878,0.540000021,85.30000305,0.209999993,-0.307999998,1.110000014,-0.01,177.6000061,1259,91.5,290.88,0,1
0.25,1,103.1999969,832.7999878,0.230000004,81.09999847,0.305999994,-0.442000002,0.839999974,0.037999999,110.6999969,1260,49.8,158.07,0,0
0.25,1,120.3000031,549,0.709999979,83.5,0.421000004,-0.314999998,1.00999999,0.075000003,156.3999939,1261,92.07,292.57,0,1
0.25,1,113.0999985,577.5999756,0.699999988,81.5,0.372999996,-0.453999996,0.150000006,-0.066,132.1999969,1262,66.83,268.65,0,0
0.25,1,91.09999847,901,0.860000014,85.90000153,0.268999994,-0.405999988,1.370000005,0.029999999,142.3999939,1263,33.27,150.06,0,0
0.25,1,108.5,925.2000122,0.589999974,80.69999695,0.247999996,-0.656000018,1.419999957,0.067000002,140.6000061,1264,22.36,180.12,0,0
0.25,1,91.69999695,546.7999878,0.239999995,97.80000305,0.50999999,-0.404000014,1.970000029,-0.01,195.1999969,1265,69.27,251.74,0,0
0.25,1,70.80000305,857,0.430000007,83.5,0.437000006,-0.338999987,1.25999999,0.009,194.6999969,1266,33.11,116.95,0,0
0.25,1,82.30000305,725,0.170000002,81.90000153,0.564999998,-0.60799998,1.779999971,0.015,149,1267,39.91,235.12,0,0
0.25,1,118.5,725,0.930000007,88.19999695,0.300999999,-0.458999991,1.25,-0.093000002,150.6999969,1268,68.51,278.29,0,0
0.25,1,70.80000305,997.7999878,0.330000013,86.09999847,0.537999988,-0.381999999,0.550000012,0.074000001,171.8000031,1269,26.31,102.45,0,0
0.25,1,69.90000153,958.2000122,0.879999995,82.59999847,0.360000014,-0.648999989,1.940000057,-0.068000004,143.6999969,1270,14.87,111.23,0,0
0.25,1,107.1999969,951.5999756,0.100000001,91,0.469999999,-0.51700002,1.129999995,0.064999998,134.8999939,1271,25.17,128.3,0,0
0.25,1,123.8000031,582,0.829999983,95.69999695,0.416000009,-0.555000007,1.5,0.037,90.40000153,1272,28.39,155.43,0,0
0.25,1,89.5,645.7999878,0.560000002,96.30000305,0.442000002,-0.437999994,0.140000001,-0.050000001,159.5,1273,53.84,210.12,0,0
0.25,1,123,463.2000122,0.899999976,97.80000305,0.345999986,-0.218999997,1.669999957,0.057999998,105.4000015,1274,57.54,164.98,0,0
0.25,1,122.5,898.7999878,0.379999995,95.40000153,0.59799999,-0.782999992,0.939999998,0.086999997,126.5,1275,9.25,121.56,1,0
0.25,1,102.5999985,509.3999939,0.879999995,93.69999695,0.467000008,-0.681999981,1.659999967,0.078000002,120.8000031,1276,20.97,170.24,0,0
0.25,1,108.8000031,872.4000244,0.899999976,87,0.578000009,-0.531000018,0.25999999,0.086000003,99.69999695,1277,34.34,171.45,0,0
0.25,1,80.90000153,555.5999756,0.430000007,80,0.266000003,-0.773999989,0.939999998,0.061999999,127,1278,15.01,199.72,0,0
0.25,1,96.69999695,615,0.100000001,96.5,0.405000001,-0.449999988,1.379999995,0.063000001,178.3999939,1279,55.85,233.12,0,0
0.25,1,113.9000015,494,0.209999993,83.09999847,0.217999995,-0.703999996,0.660000026,0.027000001,178.8999939,1280,36.5,327.65,0,0
0.25,1,131.8999939,927.4000244,0.100000001,90.19999695,0.51700002,-0.444999993,0.469999999,-0.097999997,90,1281,50.71,196.7,0,0
0.25,1,100.5,912,0.340000004,91.40000153,0.541999996,-0.39199999,0.189999998,-0.001,199.1000061,1282,37.61,138.55,0,0
0.25,1,119.8000031,549,0.189999998,97,0.44600001,-0.560000002,1.899999976,-0.011,94.80000305,1283,29.28,157.13,0,0
0.25,1,68.09999847,507.2000122,0.800000012,93.80000305,0.287999988,-0.446999997,1.220000029,-0.092,169.6000061,1287,52.14,209.95,0,0
0.25,1,73.19999695,846,0.839999974,81.40000153,0.384000003,-0.442000002,0.330000013,-0.013,168.3000031,1288,37.47,130.27,0,0
0.25,1,92.19999695,773.4000244,0.970000029,80.30000305,0.578999996,-0.305999994,1.730000019,0.037999999,180.6000061,1289,101.37,308.06,0,1
0.25,1,71.59999847,516,0.709999979,80,0.208000004,-0.216999993,1.679999948,0.052000001,143.6999969,1290,73.66,212.07,0,0
0.25,1,86.80000305,562.2000122,0.370000005,80.59999847,0.472000003,-0.771000028,0.810000002,-0.061999999,95.69999695,1291,15.15,168.9,0,0
0.25,1,98.40000153,549,0.829999983,95,0.239999995,-0.651000023,0.270000011,0.006,92.19999695,1292,15.72,129.31,0,0
0.25,1,97.30000305,718.4000244,0.119999997,95.80000305,0.347000003,-0.765999973,1.360000014,-0.094999999,174.8999939,1293,11.97,151.45,1,0
0.25,1,112.8000031,841.5999756,0.529999971,82.19999695,0.541000009,-0.621999979,0.829999983,0.093000002,151.6000061,1294,19.56,131.59,0,0
0.25,1,132.6999969,729.4000244,0.680000007,86,0.419,-0.745000005,1.730000019,-0.030999999,141.5,1295,29.62,288.91,0,0
0.25,1,75.30000305,667.7999878,0.550000012,96.59999847,0.319999993,-0.542999983,0.25,-0.006,149.8000031,1296,32.76,173.04,0,0
0.25,1,78.30000305,628.2000122,0.790000021,86.19999695,0.442999989,-0.330000013,0.159999996,-0.064999998,96.19999695,1297,41.51,137.14,0,0
0.25,1,103.4000015,670,0.74000001,92.40000153,0.375999987,-0.354000002,0.430000007,-0.022,196.5,1299,88.36,295.01,0,1
0.25,1,121.9000015,843.7999878,0.860000014,87.40000153,0.216000006,-0.754000008,1.299999952,0.081,140.1999969,1300,11.7,142.49,1,0
0.25,1,80.09999847,687.5999756,0.519999981,98.90000153,0.330000013,-0.612999976,1.879999995,-0.002,132.1999969,1301,22.49,141.58,0,0
0.25,1,84.69999695,852.5999756,0.189999998,85,0.432000011,-0.418000013,1.519999981,-0.041999999,129.1999969,1302,35.65,139.33,0,0
0.25,1,67.5,872.4000244,0.140000001,90,0.493000001,-0.759000003,1.940000057,0.046999998,185.5,1303,5.25,60.54,1,0
0.25,1,117.0999985,903.2000122,0.620000005,90.30000305,0.397000015,-0.423000008,1.74000001,-0.075999998,161.3000031,1304,45.51,174.46,0,0
0.25,1,77.69999695,934,0.779999971,88.90000153,0.386999995,-0.73299998,0.419999987,-0.059999999,95.69999695,1305,12.75,128.15,1,0
0.25,1,68.59999847,716.2000122,0.620000005,89.40000153,0.405999988,-0.389999986,1.659999967,0.068000004,196.8999939,1306,67.4,248.1,0,0
0.25,1,72.09999847,676.5999756,0.25,85.80000305,0.467000008,-0.602999985,0.280000001,-0.081,127.8000031,1307,31.03,179.03,0,0
0.25,1,79.90000153,850.4000244,0.819999993,85.90000153,0.462000012,-0.247999996,0.5,0.072999999,178,1309,37.87,116.58,0,0
0.25,1,90.59999847,802,0.159999996,94.59999847,0.252999991,-0.257999986,1.299999952,0.035,110.1999969,1310,32.88,111.66,0,0
0.25,1,95.40000153,518.2000122,0.779999971,84.40000153,0.254000008,-0.558000028,0.209999993,-0.090000004,147.6000061,1311,49.37,256.55,0,0
0.25,1,81.69999695,606.2000122,0.25999999,94.90000153,0.524999976,-0.757000029,0.939999998,-0.093000002,162.1999969,1312,21.36,211.29,0,0
0.25,1,131.8999939,568.7999878,0.360000014,81.69999695,0.513999999,-0.582000017,0.800000012,0.014,94.80000305,1314,41.4,228.79,0,0
0.25,1,93.80000305,762.4000244,0.119999997,92.90000153,0.495999992,-0.74000001,1.320000052,0.046999998,171.3999939,1315,11.2,120.19,1,0
0.25,1,116.8000031,901,0.419999987,81,0.485000014,-0.561999977,1.860000014,-0.043000001,175.8000031,1318,32.96,172.3,0,0
0.25,1,100.5,483,0.449999988,84,0.411000013,-0.59799999,0.300000012,-0.025,175.3999939,1319,52.11,300.75,0,0
0.25,1,93.30000305,986.7999878,0,94.80000305,0.307000011,-0.564999998,0.610000014,0.02,130.5,1320,13.15,89.33,0,0
0.25,1,114.6999969,791,0.930000007,83.80000305,0.435000002,-0.477999985,0.540000021,-0.071999997,144.1000061,1321,66.53,278.73,0,0
0.25,1,132.8999939,775.5999756,0.07,82.69999695,0.280000001,-0.49000001,1.340000033,-0.057999998,132.1999969,1322,66.82,295.4,0,0
0.25,1,109.0999985,606.2000122,0.07,97,0.442999989,-0.370000005,1.960000038,-0.072999999,109.8000031,1323,48.8,168.6,0,0
0.25,1,105.9000015,557.7999878,0.959999979,81.40000153,0.289999992,-0.405999988,0.029999999,0.024,156,1325,75.23,286.44,0,0
0.25,1,72.59999847,929.5999756,0.829999983,99.90000153,0.381000012,-0.344000012,0.889999986,0.075999998,106.6999969,1326,11.2,56.18,1,0
0.25,1,126.5,498.3999939,0.560000002,89.59999847,0.209999993,-0.542999983,1.710000038,0.064999998,95.69999695,1327,31.62,182.6,0,0
0.25,1,117.4000015,777.7999878,0.059999999,81,0.479999989,-0.409000009,0.180000007,0,145.3999939,1328,79.29,292.01,0,1
0.25,1,72.90000153,637,0.129999995,89.59999847,0.421000004,-0.432999998,0.779999971,0.034000002,160,1329,50.85,203.37,0,0
0.25,1,109.9000015,810.7999878,0.419999987,80.40000153,0.321999997,-0.757000029,0.689999998,-0.077,108,1330,19.06,202.06,0,0
0.25,1,70.80000305,692,0.330000013,88.5,0.330000013,-0.356000006,1.389999986,0.072999999,196.5,1331,72.28,253.52,0,0
0.25,1,79.09999847,696.4000244,0.180000007,80.40000153,0.507000029,-0.686999977,0.460000008,-0.029999999,170.1000061,1332,36.5,276.11,0,0
0.25,1,71.30000305,813,0.540000021,87.59999847,0.531000018,-0.209999993,1.299999952,-0.014,172.3000031,1333,57.23,153.89,0,0
0.25,1,133.6999969,879,0.25999999,83,0.298999995,-0.224000007,0.949999988,0.054000001,90,1334,75.08,212.81,0,0
0.25,1,68.90000153,590.7999878,0.200000003,99.30000305,0.439999998,-0.238000005,1.00999999,-0.002,167,1335,62.98,177.33,0,0
0.25,1,113.4000015,626,0.109999999,84.90000153,0.593999982,-0.51700002,0.970000029,0.046,92.59999847,1336,38.01,179.47,0,0
0.25,1,108,764.5999756,0.5,96,0.419,-0.229000002,0.430000007,-0.023,153.3999939,1337,48.42,138.27,0,0
0.25,1,115,841.5999756,0.75999999,96.30000305,0.375999987,-0.754000008,1.820000052,0.082999997,158.1999969,1338,9.51,121.33,1,0
0.25,1,98.09999847,549,0.02,94.59999847,0.388999999,-0.578999996,1.529999971,0.035999998,150.3000031,1339,36.16,206.89,0,0
0.25,1,116.3000031,989,0.409999996,84.59999847,0.453999996,-0.73299998,1.440000057,0.079999998,136.6000061,1340,12.27,130.16,1,0
0.25,1,120.9000015,857,0.980000019,85.30000305,0.504000008,-0.708999991,1.049999952,0.034000002,149,1341,17.73,155.92,0,0
0.25,1,90.30000305,782.2000122,0.639999986,94.09999847,0.282000005,-0.465999991,1.340000033,-0.079999998,168.8000031,1342,28.11,127.08,0,0
0.25,1,87.40000153,498.3999939,0.610000014,97.80000305,0.592000008,-0.507000029,1.350000024,0.006,194.6999969,1343,54.13,243.66,0,0
0.25,1,133.5,672.2000122,0.029999999,80.09999847,0.493999988,-0.435000002,0.349999994,0.097000003,144.6000061,1344,78.05,311.57,0,1
0.25,1,72.40000153,956,0.389999986,96.19999695,0.504000008,-0.797999978,0.239999995,0.064999998,94.40000153,1345,0.54,38.39,1,0
0.25,1,102.5999985,513.7999878,0.100000001,86.59999847,0.301999986,-0.477999985,1.870000005,0.064999998,141.5,1346,49.81,228.1,0,0
0.25,1,104,762.4000244,0.649999976,91,0.507000029,-0.486000001,0.790000021,-0.077,166.6000061,1347,35.01,147.08,0,0
0.25,1,85.5,689.7999878,0.050000001,83.19999695,0.512000024,-0.617999971,0.310000002,-0.018999999,139.6999969,1348,36.84,222.98,0,0
0.25,1,115.8000031,533.5999756,0.889999986,93.19999695,0.573000014,-0.273999989,1.860000014,-0.027000001,151.6000061,1349,85.35,244.13,0,1
0.25,1,105.5999985,645.7999878,0.469999999,92.5,0.229000002,-0.381999999,0.25999999,-0.035999998,100.5999985,1350,43.32,164.2,0,0
0.25,1,70.5,608.4000244,0.569999993,96.19999695,0.25,-0.365999997,1.960000038,-0.074000001,143.1999969,1351,46.7,167.33,0,0
0.25,1,111.5,489.6000061,0.579999983,85.40000153,0.291000009,-0.591000021,0.039999999,0.088,99.19999695,1352,27.59,178.07,0,0
0.25,1,131.3000031,551.2000122,0.370000005,99.09999847,0.55400002,-0.26699999,0.200000003,0.052999999,91.30000305,1353,52.05,154.6,0,0
0.25,1,120.3000031,729.4000244,0.109999999,94.90000153,0.527999997,-0.425999999,1.929999948,0.088,175.3999939,1354,36.28,146.92,0,0
0.25,1,111.8000031,480.7999878,0.039999999,99.59999847,0.356999993,-0.588999987,1.299999952,0.048,105,1355,23.3,145.88,0,0
0.25,1,95.69999695,945,0.810000002,84.5,0.476999998,-0.586000025,1.610000014,0.037,125.1999969,1356,22.52,134.46,0,0
0.25,1,74.5,540.2000122,0.330000013,97.40000153,0.282999992,-0.254999995,0.74000001,0.044,130.5,1357,42.74,136.25,0,0
0.25,1,78.5,630.4000244,0.150000006,94.59999847,0.289999992,-0.552999973,0,-0.064999998,104.0999985,1358,22.72,127.3,0,0
0.25,1,110.6999969,573.2000122,0.709999979,97.40000153,0.465999991,-0.533999979,1.620000005,0.077,114.1999969,1359,30.89,160.21,0,0
0.25,1,97.30000305,821.7999878,0.140000001,91.69999695,0.210999995,-0.218999997,0.730000019,0.097999997,148.1000061,1360,35.26,118.21,0,0
0.25,1,78,942.7999878,0.039999999,80.09999847,0.477999985,-0.444999993,1.200000048,0.007,107.1999969,1361,33.63,139.81,0,0
0.25,1,110.4000015,472,0.119999997,99.40000153,0.280000001,-0.330000013,1.460000038,-0.006,192.1000061,1362,81.58,267.21,0,1
0.25,1,100.1999969,667.7999878,0.99000001,96.59999847,0.460999995,-0.211999997,0.720000029,0.041999999,91.80000305,1363,42.38,121.37,0,0
0.25,1,67.5,696.4000244,0.620000005,94.30000305,0.51700002,-0.469000012,0.75,0.082999997,122.0999985,1364,26.29,120.31,0,0
0.25,1,121.0999985,654.5999756,0.230000004,98.80000305,0.556999981,-0.462000012,0.910000026,-0.052999999,170.1000061,1365,63.96,257.09,0,0
0.25,1,118.1999969,641.4000244,0.370000005,81,0.300999999,-0.470999986,1.139999986,-0.011,170.5,1366,78.51,336.93,0,1
0.25,1,94.90000153,599.5999756,0.479999989,82.19999695,0.217999995,-0.610000014,0.970000029,-0.022,99.19999695,1367,27.5,180.49,0,0
0.25,1,101.8000031,852.5999756,0.25999999,80.09999847,0.35800001,-0.204999998,0.620000005,-0.02,133.1000061,1368,96.22,253.22,0,1
0.25,1,68.30000305,923,0.75999999,85.80000305,0.412999988,-0.776000023,0.01,-0.02,185.5,1370,8.18,109.86,1,0
0.25,1,76.59999847,491.7999878,0.629999995,87.30000305,0.477999985,-0.233999997,0.370000005,0.068999998,116.4000015,1371,51.15,147.88,0,0
0.25,1,75.80000305,828.4000244,0.620000005,95.69999695,0.541000009,-0.361000001,0.270000011,0.082999997,189.8999939,1373,21.24,105.89,0,0
0.25,1,128.1000061,890,0.090000004,90.59999847,0.558000028,-0.240999997,1.190000057,-0.013,174.5,1374,54.77,153.71,0,0
0.25,1,119.8000031,480.7999878,0.5,96.09999847,0.526000023,-0.634000003,0.920000017,-0.059,90.90000153,1375,24.82,158.35,0,0
0.25,1,88.19999695,597.4000244,0.879999995,81,0.499000013,-0.727999985,1.470000029,-0.01,192.1000061,1376,35.79,322.15,0,0
0.25,1,87.90000153,478.6000061,0.319999993,86.59999847,0.234999999,-0.381999999,1.419999957,-0.093999997,194.3000031,1377,87.58,307.13,0,1
0.25,1,117.6999969,553.4000244,0.409999996,83.09999847,0.512000024,-0.451999992,0.980000019,0.059,118.5999985,1378,56.85,233.01,0,0
0.25,1,131.1000061,674.4000244,0.939999998,86.09999847,0.474000007,-0.523999989,1.909999967,-0.002,108.5,1379,48.63,231.49,0,0
0.25,1,87.90000153,797.5999756,0.560000002,93.80000305,0.568000019,-0.307999998,0.860000014,-0.017999999,105.4000015,1380,30.68,101.02,0,0
0.25,1,105.9000015,637,0.879999995,98.40000153,0.435000002,-0.547999978,0.460000008,-0.090999998,166.1000061,1381,48.32,237.72,0,0
0.25,1,79.30000305,918.5999756,0.610000014,88.69999695,0.537999988,-0.231000006,1.379999995,-0.037999999,120.8000031,1382,41.64,118.49,0,0
0.25,1,73.40000153,967,0.310000002,94.59999847,0.344000012,-0.233999997,0.439999998,-0.075999998,128.3000031,1383,27.07,86.27,0,0
0.25,1,123.3000031,507.2000122,0.300000012,86.40000153,0.500999987,-0.59799999,0.159999996,0.006,117.3000031,1384,40.03,230.96,0,0
0.25,1,124.5999985,685.4000244,0.379999995,88.19999695,0.42899999,-0.289000005,1.899999976,-0.057,187.1999969,1385,114.54,335.94,0,1
0.25,1,90,452.2000122,0.360000014,95.5,0.451000005,-0.363000005,0.159999996,0.086999997,168.8000031,1387,60.16,211.63,0,0
0.25,1,88.69999695,786.5999756,0.660000026,93.80000305,0.291000009,-0.214000002,0.939999998,-0.075999998,108.9000015,1388,37.3,110.54,0,0
0.25,1,125.1999969,751.4000244,0.649999976,97.80000305,0.409999996,-0.435000002,1.820000052,0.026000001,99.69999695,1389,40.21,164.66,0,0
0.25,1,95.69999695,993.4000244,0.5,83.30000305,0.354000002,-0.389999986,1.850000024,0.054000001,160.8000031,1390,29.53,120.04,0,0
0.25,1,86,896.5999756,0.330000013,94.09999847,0.323000014,-0.59799999,1.190000057,-0.012,134,1392,16.87,112.9,0,0
0.25,1,129.1999969,582,0.589999974,87.80000305,0.263999999,-0.569999993,1.080000043,-0.090000004,102.8000031,1393,41.75,224.96,0,0
0.25,1,95.40000153,540.2000122,0.970000029,97.19999695,0.261999995,-0.646000028,1.620000005,-0.096000001,133.6000061,1394,27.35,187.9,0,0
0.25,1,90.30000305,758,0.079999998,96.69999695,0.395000011,-0.476000011,1.779999971,0.054000001,160,1395,20.92,108.66,0,0
0.25,1,91.90000153,674.4000244,0.409999996,93.59999847,0.40200001,-0.64200002,0.99000001,0.016000001,113.3000031,1396,21.47,151.92,0,0
0.25,1,71.59999847,535.7999878,0.980000019,95.59999847,0.301999986,-0.289000005,1.49000001,-0.035,111.5999985,1397,36.75,121.49,0,0
0.25,1,79.59999847,962.5999756,0.319999993,81.90000153,0.333000004,-0.386999995,1.730000019,0.014,182,1398,34.89,139.22,0,0
0.25,1,104.8000031,450,0.540000021,81.19999695,0.349999994,-0.421000004,1.75999999,-0.061000001,134.8999939,1399,69.04,260.77,0,0
0.25,1,96.5,760.2000122,0.689999998,87,0.272000015,-0.25,0.340000004,0.050000001,135.3000031,1400,70.28,209.25,0,0
0.25,1,128.3999939,978,0.100000001,97.30000305,0.550000012,-0.763999999,1.419999957,0.077,126.0999985,1401,9.08,111.54,1,0
0.25,1,105.3000031,621.5999756,0.419999987,81.40000153,0.495999992,-0.713999987,0.939999998,-0.100000001,164.8000031,1402,38.02,311.14,0,0
0.25,1,91.69999695,667.7999878,0.090000004,86.69999695,0.298000008,-0.61500001,1.49000001,-0.016000001,148.5,1403,36.98,232.91,0,0
0.25,1,129.3999939,909.7999878,0.310000002,81.30000305,0.35800001,-0.333999991,0.699999988,0.021,150.6999969,1404,49.71,169.16,0,0
0.25,1,126,531.4000244,0.910000026,98.09999847,0.586000025,-0.606000006,0.620000005,0.017999999,172.3000031,1405,45.06,263.44,0,0
0.25,1,119.5,870.2000122,0.699999988,90,0.252999991,-0.661000013,0.550000012,0.092,118.5999985,1406,11.9,114.18,1,0
0.25,1,108,663.4000244,0.980000019,84.30000305,0.421999991,-0.207000002,0.029999999,0.017999999,173.6000061,1407,115.62,302.51,0,1
0.25,1,102.5999985,628.2000122,0.100000001,94.40000153,0.386999995,-0.372999996,0.959999979,-0.064000003,127.8000031,1408,55.44,192.85,0,0
0.25,1,125.6999969,634.7999878,0.189999998,93,0.430000007,-0.542999983,0.209999993,0.026000001,108.5,1409,37.67,193.73,0,0
0.25,1,74.80000305,769,0.99000001,94.5,0.284999996,-0.317999989,1.289999962,-0.021,108,1410,21.12,83.29,0,0
0.25,1,79.30000305,898.7999878,0.50999999,82.90000153,0.377999991,-0.713999987,0.319999993,-0.016000001,101.9000015,1411,16.92,154.84,0,0
0.25,1,104.3000031,461,0.25999999,84.59999847,0.368000001,-0.601000011,0.090000004,-0.016000001,90,1413,27.82,169.47,0,0
0.25,1,89,573.2000122,0.479999989,93.5,0.221000001,-0.711000025,1.360000014,-0.063000001,112.9000015,1415,16.82,159.2,0,0
0.25,1,130,538,0.850000024,91.5,0.549000025,-0.620000005,0.660000026,-0.071000002,101.4000015,1416,34.16,203.58,0,0
0.25,1,109.5999985,672.2000122,0.560000002,89.19999695,0.230000004,-0.680000007,1.779999971,0.063000001,116,1417,21.55,189.88,0,0
0.25,1,79.90000153,777.7999878,0.660000026,94.80000305,0.349999994,-0.699000001,0.460000008,-0.057999998,149,1418,11.56,107.44,1,0
0.25,1,102.4000015,755.7999878,0.670000017,86.5,0.370000005,-0.446999997,0.970000029,0.003,97.5,1419,40.32,168.95,0,0
0.25,1,94.90000153,808.5999756,0.600000024,91.30000305,0.333000004,-0.708999991,1.75,-0.071000002,116.4000015,1420,20.64,178.33,0,0
0.25,1,127.8000031,995.5999756,0.910000026,89.69999695,0.360000014,-0.768999994,0.829999983,0.01,135.8000031,1421,12.56,154.64,1,0
0.25,1,101,500.6000061,0.039999999,98.80000305,0.263999999,-0.672999978,0.980000019,0.061000001,151.6000061,1422,23.26,194.09,0,0
0.25,1,101,905.4000244,0.819999993,96.90000153,0.273999989,-0.741999984,0.860000014,0.090000004,164.3999939,1423,3.44,70.68,1,0
0.25,1,120.5999985,727.2000122,0.219999999,82.59999847,0.296000004,-0.372999996,0.180000007,-0.090000004,92.59999847,1424,62.01,215.6,0,0
0.25,1,132.6999969,731.5999756,0.430000007,83,0.505999982,-0.601000011,0.310000002,0.098999999,167,1425,54.69,330.15,0,0
0.25,1,100.1999969,568.7999878,0.610000014,94.30000305,0.405999988,-0.389999986,1.980000019,-0.086999997,119.9000015,1426,50.61,180.64,0,0
0.25,1,97.80000305,650.2000122,0.720000029,87.80000305,0.293000013,-0.533999979,1.190000057,0.061999999,191.6000061,1427,56.3,291.8,0,0
0.25,1,123.3000031,720.5999756,0.629999995,84.90000153,0.574000001,-0.279000014,1.899999976,0.01,116.4000015,1428,80.79,234.87,0,1
0.25,1,81.5,799.7999878,0.300000012,89.40000153,0.321999997,-0.453999996,0.579999983,-0.006,157.8000031,1429,25.88,128.93,0,0
0.25,1,86,542.4000244,0.289999992,99.69999695,0.563000023,-0.781000018,0.079999998,-0.012,119.9000015,1430,11.34,137.37,1,0
0.25,1,89.19999695,865.7999878,0.439999998,91.30000305,0.575999975,-0.354000002,0.939999998,0.089000002,154.6999969,1431,22.08,84.67,0,0
0.25,1,103.4000015,722.7999878,0.479999989,95,0.273999989,-0.741999984,1.980000019,0.028000001,183.6999969,1432,7.54,102.07,1,0
0.25,1,123.3000031,997.7999878,0.300000012,90.19999695,0.442000002,-0.643999994,0.540000021,-0.097000003,175.8000031,1433,22.6,141.46,0,0
0.25,1,116,744.7999878,0.730000019,96.80000305,0.513999999,-0.64200002,1.899999976,-0.046,162.6000061,1434,17.75,121.5,0,0
